"circo","uid","nom","sexe","naissance","bloc","liste","parti","bureau","comm","votes","pic","bio","lon","lat","geo"
"Sousse","4f4fbcf3bd8cb561570000ad","Mohamed Gahbich","H",1956,"Alliance Démocratique","Parti démocratique progressiste","Alliance Démocratique",NA,"Commission des consensus;Commission de la législation générale;Commission des juridictions judiciaires, administratives, financières et constitutionnelles",90.11,"http://www.marsad.tn/uploads/images/Mohamed_Gahbich.jpg","Né le 09 Juillet 1956, il a effectué ses études secondaires au lycée de Garçons de Sousse. Il a poursuivi ses études supérieures à la Faculté de droit et des sciences politiques de Sousse. Il est avocat et fait partie de l’alliance démocratique à Sousse.",10.608395,35.825603,"Tunisie"
"Sousse","4f4fbcf3bd8cb56157000061","Salah Chouaib","H",1943,"Aucun bloc","Forum démocratique pour le travail et les libertés","Troisième Alternative",NA,"Commission spécialisée du réglement intérieur et de l'immunité;Commission des secteurs des services",63.58,"http://www.marsad.tn/uploads/images/FDTL_Salah_Chouaib.jpg","Salah Chouaieb est né le 21/09/1943 à Kalâa Sghira Sousse, et il est professeur universitaire d’économie politique et de comptabilité. Salah Chouaieb était membre du bureau politique du Mouvement des Démocrates Socialistes (MDS) puis membre du bureau politique du Forum Démocratique pour le Travail et les Libertés (Ettakatol). Il en a démissionné pour former son propre parti, « la 3ème voie ».",10.608395,35.825603,"Tunisie"
"Sousse","4f4fbcf3bd8cb5615700000a","Iskander Bouallagui","H",1982,"Aucun bloc","Pétition populaire pour la liberté, la justice et le développement","Courant de l'amour",NA,"Commission des consensus;Commission de la réforme administrative et de la lutte contre la corruption;Commission des droits, des libertés et des relations étrangères",45.02,"http://www.marsad.tn/uploads/images/Iskander_Bouallagui.jpg","Né le 20 Juin 1982 à Sousse, il a effectué ses études primaires à l'école de Cité Erriadh de Sousse et ses études secondaires dans la même zone en intégrant le lycée de Cité Erriadh mais il a quitté Sousse dès qu'il a fini le cycle du lycée pour intégrer la Faculté des Sciences de Sfax où il a obtenu sa maitrise en Sciences de la Vie et de la Terre. Il est ensuite parti à la Faculté des Sciences de Tunis pour y obtenir son diplôme de master en géologie. Il a adhéré au début de ses activités politiques au parti communiste des ouvriers entre 2003 et 2005. Après la révolution, il avait décidé de rejoindre les listes de la pétition populaire pour les élections de l'Assemblée Nationale Constituante.",10.608395,35.825603,"Tunisie"
"Sousse","4f4fbcf3bd8cb5615700004a","Zied Ladhari","H",1975,"Mouvement Nahdha","Mouvement Nahdha","Mouvement Nahdha",NA,"Commission d'enquête sur les incidents du 9 Avril;Commission des pouvoirs législatif, exécutif et des relations entre eux;Commission des consensus",69.4,"http://www.marsad.tn/uploads/images/Ennahdha_Zied_Adhari.jpg","Zied Ladhari est avocat (Tunis & Paris) et Expert juridique International. Né le 30 mars 1975 à Sousse, il est marié et père d’un enfant. Après des études primaires à l’école primaire « la Gare » à M’saken, où il réussit brillamment l’examen du fin de cycle primaire, il renonce à intégrer le Lycée Pilote de Tunis où il fut admis, pour poursuivre ses études au Lycée Mixte de M’saken. Il s’engage très jeune dans les activités associatives et militantes ce qui lui vaut d’être arrêtéet condamné à l’âge de seize ans et renvoyé du Lycée public. Il poursuit alors ses études dans un lycée privé à M’saken. Après avoir obtenu un baccalauréat section lettres avec mention très bien (classé premier au niveau national et seul candidat à avoir obtenu cette mention dans cette section, mais privé du prix présidentiel en raison de son arrestation et de sa condamnation en 1992), il étudie le droit à la Faculté des sciences juridiques et politiques de Tunis où il obtient une maîtrise en droit complétée ensuite par un diplôme de troisième cycle en droit privé. En parallèle avec ses études de droit, il a commencé des cours de soir en Economie et en Finance à l’Institut des Hautes Etudes Commerciales (HEC) à Tunis. Le 6 décembre 2000, il obtient son passeport, après neuf ans d’interdiction de voyager et de contrôle administratif, et part le 9 décembre 2000 poursuivre ses études en France. A Paris, il obtient à l’Université de la Sorbonne un diplôme de troisième cycle axé sur le droit international et comparé et le droit des pays arabes et un second diplôme de troisième cycle en droit bancaire et financier. Il est aussi titulaire du Certificat d’Aptitude à la Profession d’Avocat obtenu à l’Ecole de Formation des Avocats près de la Cour d’Appel de Paris. En parallèle, il étudie les sciences politiques et les relations internationales à l’Institut d’Etudes Politiques de Paris, l’un des plus importants établissements spécialisés en France. A l’occasion de son séjour à l’étranger, il a été auditeur de l’Académie de Droit International près la Cour Internationale de Justice de La Haye. Il a également poursuivi des cours en droit comparé à la Summer School (Université d’été) de l’une des plus grandes universités américaines, la Columbia University de New-York. Concernant son parcours professionnel, il a été admis comme avocat à l’Ordre National des Avocats de Tunisie en 2001. Il a commencé à exercer la profession au sein de cabinets internationaux d’avocats à Paris avant de réussir ensuite l’examen d’accès à la profession d’avocat en France et d’être admis en tant qu’avocat à la Cour d’Appel de Paris. Il s’est spécialisé dans les affaires économiques et financières, et en particulier en droit des relations économiques internationales et en droit des contrats et investissements internationaux. A ce titre, il a participé à conseiller beaucoup d’Etats africains, organisations internationales et entreprises internationales sur la mise en place de grands projets internationaux de développement dans les pays africains (la rédaction et la négociation de contrats internationaux de construction et de gestion d’aéroports/de ports/d’autoroutes/projets d’infrastructures et de construction/grands projets de transport aérien et ferroviaire/projets d’usines et de complexes industriels…). Sa pratique d’avocat inclut aussi des missions de défense des Etats dans le règlement de différends internationaux, notamment dans le cadre de résolution des litiges entre Etats et investisseurs étrangers. Une liste de certaines missions est jointe à la biographie. Quant aux activités associatives, il a été membre fondateur de la section de la Ligue des Droits de l’Homme à l’Université de la Sorbonne, en France. A Paris, il adhère et participe aux activités à la première et plus grande organisation internationale de lutte contre la corruption, « Transparency International ». Il a en outre participé aux travaux de l’un des plus vieux Think Tank en France composé de jeunes professionnels qui s’intéressent à la vie politique et internationale. A ce titre, il a participé à de nombreux voyages d’études organisés par cette association qui permettent d’approfondir la connaissance la situation politique et socio-économique des pays visités. Il s’est ainsi rendu dans plusieurs pays comme la Turquie, le Liban, la Syrie, l’Argentine, l’Uruguay où il a pu rencontrer et discuter avec des acteurs de premier plan du monde politique, économique, associatif et académique de ces pays et enrichir sa connaissance de la scène internationale. Il maîtrise le français et l’anglais à l’écrit et à l’oral.",10.608395,35.825603,"Tunisie"
"Tataouine","4f4fbcf3bd8cb56157000033","Jawhara Tiss","F",1985,"Mouvement Nahdha","Mouvement Nahdha","Mouvement Nahdha",NA,"Commission des affaires éducatives;Commission de l'infrastructure et de l'environnement",79.19,"http://www.marsad.tn/uploads/images/Jawhara_Tiss.jpg","Née le 08 Juillet 1985, Jawhara est originaire de la ville de Ghomrassen du gouvernorat de Tataouine. Il a effectué ses études primaires à l'école Oued ElKhil et ses études préparatoires au Collège de la Cité Nouvelle à Ghomrassen pour ensuite poursuivre ses études secondaires au Lycée 02 Mars de Ghomrassen aussi. Elle a obtenu son baccalauréat en 2004 de la section Lettres pour se diriger ensuite à l'Institut Supérieur aux Etudes Littéraires et Sciences Humaines de Tunis où elle a obtenu un diplôme universitaire d'études littéraires en 2007 et d'une maitrise en langue anglaise en 2010 après avoir étudié pendant 3 ans à l'Ecole Normale Supérieure de Tunis. Jawhara Tiss a exercé le métier d'enseignante à l'Institut Supérieur des Langues de Tunis jusqu'à 2011. Après avoir rejoint le mouvement d'Ennahdha, elle s'est présentée aux élections de l'Assemblée Nationale Constituante dans la circonscription de Tataouine et y siège en tant que députée.",10.4508956,32.9210902,"Tunisie"
"Tataouine","4f4fbcf3bd8cb561570000ac","Mohamed Essghaier","F",1947,"Mouvement Nahdha","Mouvement Nahdha","Mouvement Nahdha",NA,"Commission des droits et libertés;Commission spécialisée du réglement intérieur et de l'immunité;Commission des secteurs des services",97.36,"http://www.marsad.tn/uploads/images/Ennahdha_Mohamed_Sghair.jpg","Né le 19 Décembre 1947 à Tataouine, il a fait ses études primaires à Tataouine, puis secondaires à Gabès et a obtenu son baccalauréat en 1968. Il a ensuite intégré la Faculté des Sciences en 1971 avant de partir à la Faculté des Sciences de Paris VI en 1974 où il a atteint le niveau de maitrise sans l’obtention du diplôme. Il est devenu professeur de physique - chimie à Tataouine jusqu’à 1985, il était ensuite, de 1985 jusqu’à 1990, au lycée de jeunes filles de Monastir pour cause d’éloignement, pour atterrir en 1990 à Metouia et retourner enfin à Tataouine entre 1990 et 1991. Il rejoint le mouvement islamiste vers la fin des années 70. En 1987, son arrestation à Monastir a duré 2 mois, d’Octobre jusqu’à Décembre. En 1991, son arrestation cette fois-ci à Tataouine, a duré 7 ans et 3 mois avec une torture continue pour sa supervision des activités du mouvement islamiste à Tataouine. Il a été libéré le 09 Décembre 1998. Parmi ses activités politiques, il était le Secrétaire Général du syndicat de l’enseignement secondaire à Tataouine et membre du syndicat régional de Monastir. Marié et père de 3 enfants, il maitrise la langue arabe et française.",10.4508956,32.9210902,"Tunisie"
"Tataouine","4f4fbcf3bd8cb5615700004e","Saâd Bouaïche","H",1971,"Transition Démocratique","Pétition populaire pour la liberté, la justice et le développement","Indépendant",NA,"Commission de l'infrastructure et de l'environnement;Commission d'enquête sur les incidents du 9 Avril;Commission des pouvoirs législatif, exécutif et des relations entre eux",38.75,"http://www.marsad.tn/uploads/images/Saad_Bouaiche.jpg","Né le 21 février 1971 à Tataouine, il a effectué ses études primaires à l’école primaire Farhat Hached, puis secondaires au lycée mixte de Tataouine d’où il obtient son baccalauréat en 1991. Il obtient son duel de droit et de sciences politiques de la faculté de droit et de sciences politiques de Tunis. Il a par ailleurs travaillé pendant 15 ans dans le secteur privé. Après la révolution, il se présente aux élections de l’ANC au sein des listes indépendantes d’Al Aridha. Il est actuellement au sein du parti Al Aridha, le courant de la réforme nationale.",10.4508956,32.9210902,"Tunisie"
"Tataouine","4f4fbcf3bd8cb5615700007c","Ali Fares","H",1973,"Mouvement Nahdha","Mouvement Nahdha","Mouvement Nahdha",NA,"Commission des secteurs des services;Commission de tri des candidatures pour l'Instance Supérieure Indépendante pour les Élections;Commission d'enquête sur les incidents du 9 Avril;Commission des droits et libertés",60.29,"http://www.marsad.tn/uploads/images/Ennahdha_Ali_Fares.jpg","Né en 1973, il a entamé son activité avec le mouvement islamique durant ses études secondaires. Il a été emprisonné durant deux ans et deux mois entre la prison civile de Harboub et la prison de 9 avril, pour appartenance à une organisation non autorisée suite à ces activités en 1992, alors qu’il préparait son baccalauréat. Après sa sortie de prison en 1994, il intégra un lycée privé à Gabes vu qu’il était interdit d’étudier à Tataouine et obtint son baccalauréat en 1995. Il a par la suite poursuivi ses études universitaires à la faculté de droit et de sciences politiques de Tunis, tout en étant sujet à la surveillance administrative à cité Ibn Khaldoun, au poste d’El Mourouj, au poste de Ben Arous et à sa ville natale à Essmar. Il a obtenu la maîtrise en 1999 puis le diplôme d’études approfondies en Janvier 2003. Son B3 ne lui étant pas accordé, il a été obligé de présenter le jugement d’appartenance rendu contre lui comme justificatif pour être inscrit à l’ordre des avocats. Il a aussi été interdit de passeport durant l’ancien régime et il ne l’a obtenu qu’après la révolution.",10.4508956,32.9210902,"Tunisie"
"Tozeur","4f4fbcf3bd8cb56157000035","Hafedh Ibrahim Lassoued","H",1951,"Mouvement Nahdha","Mouvement Nahdha","Mouvement Nahdha",NA,"Commission des collectivités publiques, régionales et locales;Commission de la réforme administrative et de la lutte contre la corruption",90.5,"http://www.marsad.tn/uploads/images/Hafedh_Lassoued.jpg","Né le 18 Août 1951 à Tozeur, il a fait ses études primaires à l’école primaire rue Chebbi à Tozeur, puis ses études secondaires au lycée mixte de Gafsa où il a obtenu son baccalauréat Lettres en 1969. Il a par la suite intégré la faculté des sciences humaines et sociales de Tunis où il a obtenu la maîtrise en géographie en 1973. Il était actif au sein du mouvement islamique depuis la faculté. En 1981, il a été arrête pour une courte durée. Il a été condamné en 1987 à dix ans d’emprisonnement, mais il n’en a passé qu’un an et a été relâché en vertu de l’amnistie de 1987, mais il a été arrêté à nouveau en 1997 et a passé 5 ans d’emprisonnement.",8.133333,33.916667,"Tunisie"
"Tozeur","4f4fbcf3bd8cb56157000008","Azed Badi","H",1971,"Fidélité à La Révolution","Congrès pour la république","Mouvement Wafa",NA,"Comité mixte de coordination et de rédaction;Commission des droits, des libertés et des relations étrangères;Commission des juridictions judiciaires, administratives, financières et constitutionnelles",78.07,"http://www.marsad.tn/uploads/images/CPR_Azed_Badi.jpg","Né le 29 Mars 1971 à Tozeur, il entame sa scolarité à Tunis, avant de regagner Tozeur pour ses études secondaires jusqu’à l’obtention de son baccalauréat. Il intégre par la suite la faculté des sciences juridiques de Sousse où il se spécialise dans le droit privé jusqu’en 1997. Son militantisme politique commence dès l’âge de 15 ans dans le mouvement de tendance islamiste, ce qui lui vaut d’être emprisonné durant 1 an en 1991 sous Ben Ali. Il intégre le CPR après le 14 Janvier 2011 trouvant que c’est le parti le plus sincère dans son discours et qui est en adéquation avec son parcours dans le milieu associatif pour la défense des droits de l’Homme. Pour la future constitution, il souhaite défendre le principe de la démocratie participative. Père de deux enfants, il maitrise la langue arabe, française et anglaise.",8.133333,33.916667,"Tunisie"
"Tozeur","4f4fbcf3bd8cb56157000095","Kaouther Ladgham","F",1968,"Mouvement Nahdha","Mouvement Nahdha","Mouvement Nahdha",NA,"Commission des martyrs et blessés de la révolution et de l'amnistie générale;Commission des affaires éducatives;Commission des collectivités publiques, régionales et locales",80.17,"http://www.marsad.tn/uploads/images/Kaouther_Ladhgam_1.jpg","Kaouther Ladgham est née le 10 Juin 1968 à Nafta, gouvernorat de Tozeur. Elle a effectué ses études primaires ainsi que ses études secondaires à Nafta jusqu'à ce qu'elle obtienne son baccalauréat en mathématiques en 1989. Elle a été orientée par la suite à la Faculté de Médecine Dentaire mais sa passion pour le sport l'a poussé à intégrer l'Institut Supérieur du Sport et de l'Education Physique de Sfax où elle a étudié pendant 3 ans avant de se diriger vers l'enseignement. Lorsqu'elle était étudiante, Kaouther Ladgham était active au sein du mouvement de la tendance islamique.",8.133333,33.916667,"Tunisie"
"Tozeur","4f4fbcf3bd8cb561570000b1","Mohamed Chafik Zorkin","H",1974,"Alliance Démocratique","La fidélité aux martyrs","Alliance Démocratique",NA,"Commission de l'énergie et des secteurs de production;Commission des collectivités publiques, régionales et locales",25.25,"http://www.marsad.tn/uploads/images/Indep_Wafaa_Mohamed_Chafik_Zerguine.jpg","Mohamed Chafik Zorkin est né le 10/05/1974 à Tozeur. Il a suivi ses études primaires à l’école 2 Mars à Nafta et ses études secondaires au lycée de Nafta. Il a poursuivi ses études supérieures à la Faculté de Droit au campus El Manar pendant 3 ans. Il a ensuite interrompu ses études pour devenir un employé dans le service juridique de l’office de traitement des eaux. Mohamed Chafik n’avait pas d’activités politiques avant la révolution mais il était actif au sein de la société civile.",8.133333,33.916667,"Tunisie"
"Tunis 1","514507f4b197de08259e59c2","Warda Turki","H",1964,"Mouvement Nahdha","Mouvement Nahdha","Mouvement Nahdha",NA,"",97.14,"http://www.marsad.tn/uploads/images/warda_turki.png","Warda Turki a effectué ses études primaires à Hammamet, et secondaires à Nabeul. Elle a étudié la médecine en 1980 et s’est spécialisée en psychiatrie en 1985. Elle a par la suite travaillé à l’hopital Razi, est partie en retraite anticipée et a ouvert un cabinet privé mais l’a fermé suite aux élections. Elle n’avait pas d’activités politiques avant la révolution.",10.1815316,36.8064948,"Tunisie"
"Tunis 1","4f4fbcf3bd8cb561570000bb","Mustapha Ben Jaafar","F",1940,"Ettakatol","Forum démocratique pour le travail et les libertés","Forum démocratique pour le travail et les libertés",NA,"Commission de tri des candidatures pour l'Instance de la vérité et de la dignité relative à la justice transitionnelle;Commission des consensus;Commission de tri des candidatures pour l'Instance Supérieure Indépendante pour les Élections;Comité mixte de coordination et de rédaction",NA,"http://www.marsad.tn/uploads/images/Mustapha_Ben_Jaafar.jpg","Né le 8 décembre 1940 à Tunis, Mustapha Ben Jaafer est un homme politique et médecin tunisien. Secrétaire général du Forum Démocratique pour le Travail et les Libertés (Ettakatol) depuis sa création en 1994, il occupe la fonction de président de l'Assemblée Nationale Constituante depuis le 22 novembre 2011. Orphelin de père à cinq ans, ce sont ses cousins, qui militent au sein du Néo-Destour, qui l'initient à la cause nationaliste. Après des études secondaires au Collège Sadiki, de 1950 à 1956, il rejoint quelques années plus tard le Néo-Destour, parti au pouvoir. Il milite également au sein de l'Union Générale des Etudiants de Tunisie alors qu'il étudie la médecine en France et ce jusqu'en 1968. En 1978, il occupe le poste de professeur à la faculté de médecine de Tunis, tout en étant chef du service de radiologie à l'Institut Salah-Azaïz puis au CHU La Rabta à Tunis dès 1981. C'est dans ce contexte qu'il fonde le syndicat des médecins hospitalo-universitaires en 1977. Pour des raisons politiques, il est muté dans un service de gynécologie où il occupe pendant cinq ans un petit bureau exigu, sans téléphone, sans secrétariat et sans aucune équipe de soutien. Choqué par le limogeage du ministre Ahmed Ben Salah en 1969 puis par l'échec du congrès du parti au pouvoir (devenu entre temps le Parti socialiste destourien) en 1970, Ben Jaafar rentré de France contacte des dissidents du parti, réunis autour d'Ahmed Mestiri, et participe à la fondation de l'hebdomadaire Erraï (L'Opinion) et du Conseil des libertés en 1976, ancêtre de la Ligue tunisienne des droits de l'homme (LTDH). Membre fondateur du Mouvement des démocrates socialistes en 1978, entré en conflit avec le patron du parti Mohamed Moada, Mustapha Ben Jaafar et d'autres membres du bureau politique sont exclus à l'occasion du congrès organisé en 1992. Vice-président de la LTDH de 1986 à 1994, il fonde son propre parti, le Forum Démocratique pour le Travail et les Libertés (Ettakatol), en 1994 et participe à la création du Conseil national pour les libertés en Tunisie quatre ans plus tard. Après la légalisation du FDTL en 2002, il parvient à organiser le congrès fondateur en 2009, quelques mois avant l'élection présidentielle du 25 octobre 2009 auquel il décide de se présenter. Sa candidature est rejetée le 27 septembre par le Conseil constitutionnel au motif qu'il ne remplit pas la condition selon laquelle un candidat doit être le chef élu de sa formation depuis au moins deux ans. Nommé en Janvier 2011 ministre de la Santé publique dans le gouvernement d'union nationale formé à la suite de la révolution tunisienne, il démissionne le lendemain en signe de protestation contre le maintien d'éléments du parti au pouvoir. Marié à une Française, Mustapha Ben Jaafar est père de trois garçons et d'une fille.",10.1815316,36.8064948,"Tunisie"
"Tunis 1","4f4fbcf3bd8cb561570000d9","Yamina Zoghlami","F",1970,"Mouvement Nahdha","Mouvement Nahdha","Mouvement Nahdha",NA,"Commission des martyrs et blessés de la révolution et de l'amnistie générale;Commission de la législation générale",92.99,"http://www.marsad.tn/uploads/images/Yamina_Zoghlami.jpg","Née le 28 février 1970 à Tunis, elle a effectué ses études primaires à Essomran, cité Ezzouhour, puis ses études secondaires au lycée rue du Pacha, avant d’être renvoyée en 5ème année secondaire pour le port du voile. Elle a continué ses études au sein d’un institut privé et a obtenu son baccalauréat section Lettres. Elle a poursuivi ses études universitaires en histoire à la faculté des lettres et des sciences humaines de Tunis 9 avril, a obtenu sa maitrise en histoire, puis a obtenu son diplôme d’études approfondies en histoire contemporaine. Elle est mère de trois enfants et n’était pas active politiquement avant la révolution mais était active au sein d’Ennahdha depuis 1985 jusqu’à sa dissolution au début des années 1990.",10.1815316,36.8064948,"Tunisie"
"Tunis 1","4f4fbcf3bd8cb561570000d5","Hichem Hosni","H",1965,"Aucun bloc","Parti de la lutte progressiste","Parti Populaire Progressiste",NA,"Commission des juridictions judiciaires, administratives, financières et constitutionnelles",49.54,"http://www.marsad.tn/uploads/images/Nidhal_Takaddomi_Hichem_Hosni.jpg","Né le 12/04/1965 à Tunis, il a effectué ses études primaires à l’école de rue de Russie, ensuite au collège de l’Ariana et ses études secondaires au lycée technique de l’Ariana. Il a poursuivi son enseignement supérieur à la Faculté des Sciences de Tunis, spécialité maths-physique pour ensuite enchainer avec l’Institut Supérieur de l’Education et de la Formation Continue pour y obtenir une maitrise en mathématiques. Il appartient au groupe politique militant communiste depuis 1986 et est syndicaliste depuis 1989. Il est par ailleurs le fondateur du parti de lutte progressiste en mars 2011. Il est divorcé et maitrise la langue arabe, française et anglaise.",10.1815316,36.8064948,"Tunisie"
"Tunis 1","4f4fbcf3bd8cb561570000a4","Moncef Cheikhrouhou","F",1945,"Alliance Démocratique","Parti démocratique progressiste","Alliance Démocratique",NA,"Commission des finances, de la planification et du développement",49.92,"http://www.marsad.tn/uploads/images/Moncef_Cheikhrouhou.jpg","Moncef Cheikh-Rouhou est un célèbre économiste tunisien possédant une vaste expérience à l'étranger, notamment en France et aux États-Unis. Il est le fils aîné de Habib Cheikh-Rouhou. Né en 1945, avant l'indépendance, Moncef Cheikh-Rouhou a effectué la plus grande partie de ses études en France. M. Cheikh-Rouhou est diplômé en ingénierie de l’Ecole Centrale de Paris, puis a eu un MBA et un doctorat de l'Université de Californie à Berkeley, Etats-Unis. Il est actuellement membre du corps professoral de cette dernière et de la prestigieuse école HEC Paris, où il enseigne la finance internationale. En 1981, Cheikh-Rouhou a fondé et dirigé l'Institut de financement du développement (IFID) de la région du Maghreb. Il a hérité du groupe Assabeh après la mort de son père en 1994 et était à la tête du département de la publication. En 1983, il devient durant dix ans vice-président et directeur général de la banque d'investissement méditerranéenne, la BEST Bank, où il a élargi ses connaissances de l'économie et de la finance mondiale. Cheikh-Rouhou a également été membre du Conseil économique et social des Nations Unies et est maintenant vice-président du Cercle des économistes arabes. Il a également occupé le poste de vice-président de la municipalité de Carthage. Il n'était pas particulièrement politiquement actif sous le règne de Ben Ali, mais il s’est sûrement opposé aux stratégies du régime et la prééminence des Trabelsi qui ont presque ruiné l'économie tunisienne à travers leur «réseau mafieux» et la corruption généralisée. En 2000, Cheikh-Rouhou a dû vendre ses parts d’Assabeh à Sakhr El-Matri et a été forcé de quitter le pays, vivant à Paris en exil avec sa femme d'origine vietnamienne et ses deux enfants. Le 7 juin 2006, au siège de BNP Paribas, il reçoit le prix Vernimmen, distinction créée en 1998 en hommage à Pierre Vernimmen, professeur et banquier français réputé pour ses travaux sur la finance d'entreprise. Le prix récompense Cheikhrouhou pour « l'excellence de son enseignement » dans les programmes du groupe HEC Paris. En 2009, à la demande du gouvernement chinois, il fonde puis dirige le programme Executive MBA destiné au patronat à Pékin. Le 5 septembre 2011, le Parti Démocrate Progressiste annonce que Cheikh-Rouhou est sa tête de liste dans la circonscription de Tunis 1 pour l'élection de l'Assemblée Nationale Constituante.",10.1815316,36.8064948,"Tunisie"
"Tunis 1","4f4fbcf3bd8cb56157000059","Samir Bettaieb","H",1957,"Bloc Démocrates","Pôle démocratique moderniste","Al Massar",NA,"Commission spécialisée du réglement intérieur et de l'immunité;Commission des pouvoirs législatif, exécutif et des relations entre eux",53.09,"http://www.marsad.tn/uploads/images/PDM_samir_taieb1.jpg","Né le 26 Mai 1957, Samir Bettaieb est un homme politique et universitaire tunisien. Il enseigne à la faculté de droit de l'Université de Sfax entre 1989 et 1995 et à la faculté de droit et de sciences politiques de l'Université de Tunis depuis 1995. Il devient aussi membre de son laboratoire de droit constitutionnel où il enseigne depuis 1996. Diplômé de la « Fulbright Institute » délivré par la « Southern Illinois University at Carbondale » en juillet 2001. Il est membre de l'American Political Science Association entre 2001 et 2003 et vice-président du Laboratoire de la transition démocratique depuis sa création en janvier 2011. Il est aussi membre du Conseil scientifique de la Faculté de Droit et des sciences politiques de Tunis, 2002 – 2005, 2005- 2008 et 2008- 2011. Membre du mouvement Ettajdid, rattaché au Pôle démocratique moderniste, il est élu le 23 octobre 2011 à l'assemblée constituante en tant que représentant de la circonscription de Tunis 1. Auteur d’un nombre important de travaux et d’ouvrages sur la réforme de l’Impôt sur les revenus, la fiscalité et la cohésion sociale, la révision de la constitution et le système de parti hégémonique.",10.1815316,36.8064948,"Tunisie"
"Tunis 1","4f919df2b197de4933000003","Habib Bribech","H",1965,"Mouvement Nahdha","Mouvement Nahdha","Mouvement Nahdha",NA,"Commission de tri des candidatures pour l'Instance Supérieure Indépendante pour les Élections;Commission d'enquête sur les incidents du 9 Avril;Commission des finances, de la planification et du développement",93.8,"http://www.marsad.tn/uploads/images/Habib_Rebich.jpg","Né le 29 octobre 1965, il a étudié au primaire à El Maamrat à Ben Guerdane, puis au lycée secondaire mixte de Ben Guerdane et a obtenu son baccalauréat Sciences-Maths en 1986. Il a étudié par la suite aux Etats-Unis, la langue d’abord à Houston au Texas, puis une maitrise, un master et un doctorat à l’Oregon. Il était membre à Ennahdha depuis 1979 dans la section lycéenne. Suite à la révolution, il a été secrétaire général régional sur Tunis et il s’est présenté sur la liste électorale d’Ennahdha Tunis 1. Il est membre du bureau politique d’Ennahdha pour le gouvernorat de Tunis. Il a travaillé dans le secteur privé et pour une période auprès de l’ambassade américaine.",10.1815316,36.8064948,"Tunisie"
"Tunis 1","4f4fbcf3bd8cb561570000d3","Hajer Azaiez","F",1966,"Mouvement Nahdha","Mouvement Nahdha","Mouvement Nahdha",NA,"Commission du préambule, des principes fondamentaux et de révision de la Constitution;Commission d'enquête sur les incidents du 9 Avril;Commission des droits, des libertés et des relations étrangères",86.1,"http://www.marsad.tn/uploads/images/Hajer_Aziz.jpg","Hajer Azaiez est avocate et vit actuellement à Tunis, plus précisément à Montfleury. Elle a étudié le droit à la Faculté d’El Manar, et après avoir travaillé dans la fonction publique et à la banque pendant une année, elle est devenue avocate en 1993 spécialisée en droit privé. Elle est mariée à un juge et est mère d’un enfant. Elle a adhéré aux idées d’Ennahdha depuis qu’elle était étudiante à la faculté en 1984 mais elle est restée indépendante – sympathisante, et conformément à ses obligations d’avocate, elle a défendu à plusieurs reprises des islamistes (surtout dans l’affaire de Slimane). Elle a fait face à un nombre de difficultés en exerçant sa profession ainsi que son époux qui a été suivi par la police secrète. Son adhésion au mouvement d’Ennahdha est devenue officielle après la révolution et a participé aux élections de l’Assemblée Nationale Constituante comme membre du mouvement.",10.1815316,36.8064948,"Tunisie"
"Tunis 1","4f4fbcf3bd8cb56157000057","Samir Ben Amor","F",1968,"Congrès Pour La République","Congrès pour la république","Congrès pour la république",NA,"Commission de la législation générale",84.54,"http://www.marsad.tn/uploads/images/Samir_Ben_Amor.jpg","Né le 18 Mai 1968 à Tunis, il a effectué ses études primaires à l'école de Beb Alouia et ses études secondaires au lycée de la Rue du Maroc et aussi le lycée d'Al-Wardeya. Il a poursuivi ses études supérieures à la Faculté des Sciences Juridiques et Politiques de Tunis où il a obtenu sa licence en Sciences Juridiques et ensuite son Diplôme d'Etudes Approfondies (DEA) en Sciences Juridiques. Durant ses années d'études à l'université, il était actif au sein de l'UGET, ce qui lui a valu une arrestation en 1992 et son emprisonnement jusqu'à 1993. Il a rejoint suite à cela la profession d'avocat qu'il exerce jusqu'au jour d'aujourd'hui. Il était connu pour son militantisme en tant qu'avocat en occupant la position de secrétaire général de l'organisation internationale de soutien aux prisonniers politiques en 2002 ainsi que membre fondateur et membre du comité directeur du Centre Tunisien pour l'Indépendance de la Justice et des Avocats, et ce, depuis 2003. Il est aussi considéré comme l'un des fondateurs du Congrès Pour la République en 2001 et s'est présenté aux élections de l'Assemblée Nationale Constituante sur sa liste de Tunis 1. Il a été par ailleurs choisi pour occuper la position de premier conseiller de la présidence.",10.1815316,36.8064948,"Tunisie"
